829,ROYAL GALA GOLDEN BAY FRUIT กาล่า 198 ลูก,-5.5,
828,Royal Gala กาล่า GOEDE HOOP ขนาด 198 ลูก,-5.5,
830,องุ่นแดง จีน กล่องโฟม( L),-5.5,
835,องุ่นแดงจีนแบบกล่องโฟม,-5.5,
832,องุ่นแดงจีนแบบโฟม (เปลือย),-5.5,
851,องุ่นแดง โฟม (2A),-5.5,
849,ทับทิม (ขนาด7A),-5.5,
850,ทับทิม (ขนาด 9A),-5.5,
840,สาลี่หยก (48ลูก),-5.5,
841,สาลี่หยก (60ลูก),-5.5,
842,แก้วมังกร (ขนาด17ลูก),-5.5,
843,แตงธิเบต (14 KG),-5.5,
837,องุ่นแดงจีน กล่องโฟม (A),-5.5,
838,องุ่นแดงจีน (AA),-5.5,
839,แอ๊บเปิ้ลแคระ (ตระกร้า) ,-5.5,
852,องุ่นแดงโฟม (A),-5.5,
853,สาลี่เป็ด,-5.5,
854,แก้วมังกร (ขนาด 14 ลูก),-5.5,
855,แก้วมังกร (ขนาด 16ลูก),-5.5,
855,แก้วมังกร (ขนาด 15ลูก),-5.5,
858,แก้วมังกร(ขนาด 16 ลูก),-5.5,
859,แก้วมังกร (ขนาด 17 ลูก),-5.5,
860,แก้วมังกร ,-5.5,
857,แก้วมังกร (ขนาด 15ลูก),-5.5,
2001,สติ้กเกอร์ เคลือบใส ยี่ห้อ 3M,11,
0310293001387113039,กบผัดพริกไทย,836.55,
3001,เมาส์ Huawei 8699,3500,
109745TH,นิวทริไลท์ ไบโอซีพลัส,806.85,
8854698010009,โออิชิ ฟรุตโต้,15,
998887,ข้าวหอมมะลิ,20,
8850188251105,นม โฟโมส,10,
